Lea State,LEA,School State,School,ID,Year,Category,Instances,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,EL
PA,SCHOOL DISTRICT OF UPPER DUBLIN,PA,MAPLE GLEN EL SCH,422439000538,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,SCHOOL DISTRICT OF UPPER DUBLIN,PA,MAPLE GLEN EL SCH,422439000538,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,SCHOOL DISTRICT OF UPPER DUBLIN,PA,MAPLE GLEN EL SCH,422439000538,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,SCHOOL DISTRICT OF UPPER DUBLIN,PA,MAPLE GLEN EL SCH,422439000538,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,SCHOOL DISTRICT OF UPPER DUBLIN,PA,MAPLE GLEN EL SCH,422439000538,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,SCHOOL DISTRICT OF UPPER DUBLIN,PA,MAPLE GLEN EL SCH,422439000538,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,SCHOOL DISTRICT OF UPPER DUBLIN,PA,MAPLE GLEN EL SCH,422439000538,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,SCHOOL DISTRICT OF UPPER DUBLIN,PA,MAPLE GLEN EL SCH,422439000538,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,SCHOOL DISTRICT OF UPPER DUBLIN,PA,MAPLE GLEN EL SCH,422439000538,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,SCHOOL DISTRICT OF UPPER DUBLIN,PA,MAPLE GLEN EL SCH,422439000538,2009,Total enrollment,,0.00,75.00,,,5.00,15.00,315.00,,415.00,10.00
PA,CENTRAL BUCKS SD,PA,WARWICK EL SCH,420531010004,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CENTRAL BUCKS SD,PA,WARWICK EL SCH,420531010004,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CENTRAL BUCKS SD,PA,WARWICK EL SCH,420531010004,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,0.00,5.00,,5.00,0.00
PA,CENTRAL BUCKS SD,PA,WARWICK EL SCH,420531010004,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CENTRAL BUCKS SD,PA,WARWICK EL SCH,420531010004,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CENTRAL BUCKS SD,PA,WARWICK EL SCH,420531010004,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CENTRAL BUCKS SD,PA,WARWICK EL SCH,420531010004,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CENTRAL BUCKS SD,PA,WARWICK EL SCH,420531010004,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CENTRAL BUCKS SD,PA,WARWICK EL SCH,420531010004,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CENTRAL BUCKS SD,PA,WARWICK EL SCH,420531010004,2009,Total enrollment,,0.00,20.00,,,15.00,10.00,450.00,,500.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,CHELTENHAM EL SCH,420576003250,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,CHELTENHAM EL SCH,420576003250,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,CHELTENHAM EL SCH,420576003250,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,5.00,0.00,,5.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,CHELTENHAM EL SCH,420576003250,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,CHELTENHAM EL SCH,420576003250,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,CHELTENHAM EL SCH,420576003250,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,CHELTENHAM EL SCH,420576003250,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,CHELTENHAM EL SCH,420576003250,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,CHELTENHAM EL SCH,420576003250,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,CHELTENHAM EL SCH,420576003250,2009,Total enrollment,,0.00,80.00,,,20.00,170.00,125.00,,395.00,35.00
PA,CHELTENHAM TOWNSHIP SD,PA,MYERS EL SCH,420576003252,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,MYERS EL SCH,420576003252,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,MYERS EL SCH,420576003252,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,0.00,5.00,,5.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,MYERS EL SCH,420576003252,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,5.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,MYERS EL SCH,420576003252,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,MYERS EL SCH,420576003252,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,MYERS EL SCH,420576003252,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,MYERS EL SCH,420576003252,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,MYERS EL SCH,420576003252,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,MYERS EL SCH,420576003252,2009,Total enrollment,,0.00,35.00,,,15.00,175.00,140.00,,370.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,WYNCOTE EL SCH,420576003255,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,WYNCOTE EL SCH,420576003255,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,WYNCOTE EL SCH,420576003255,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,WYNCOTE EL SCH,420576003255,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,WYNCOTE EL SCH,420576003255,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,WYNCOTE EL SCH,420576003255,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,WYNCOTE EL SCH,420576003255,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,WYNCOTE EL SCH,420576003255,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,WYNCOTE EL SCH,420576003255,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,CHELTENHAM TOWNSHIP SD,PA,WYNCOTE EL SCH,420576003255,2009,Total enrollment,,0.00,40.00,,,5.00,170.00,175.00,,390.00,25.00
PA,LOWER MERION SD,PA,CYNWYD SCH,421416003286,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,CYNWYD SCH,421416003286,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,0.00,0.00,5.00,,5.00,0.00
PA,LOWER MERION SD,PA,CYNWYD SCH,421416003286,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,CYNWYD SCH,421416003286,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,CYNWYD SCH,421416003286,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,CYNWYD SCH,421416003286,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,CYNWYD SCH,421416003286,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,CYNWYD SCH,421416003286,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,CYNWYD SCH,421416003286,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,CYNWYD SCH,421416003286,2009,Total enrollment,,0.00,40.00,,,15.00,25.00,400.00,,475.00,5.00
PA,LOWER MERION SD,PA,MERION EL SCH,421416003287,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,MERION EL SCH,421416003287,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,MERION EL SCH,421416003287,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,MERION EL SCH,421416003287,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,MERION EL SCH,421416003287,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,MERION EL SCH,421416003287,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,MERION EL SCH,421416003287,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,MERION EL SCH,421416003287,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,MERION EL SCH,421416003287,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,MERION EL SCH,421416003287,2009,Total enrollment,,0.00,70.00,,,5.00,15.00,400.00,,490.00,15.00
PA,LOWER MERION SD,PA,PENN VALLEY SCH,421416003288,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN VALLEY SCH,421416003288,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN VALLEY SCH,421416003288,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,0.00,5.00,,5.00,0.00
PA,LOWER MERION SD,PA,PENN VALLEY SCH,421416003288,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN VALLEY SCH,421416003288,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN VALLEY SCH,421416003288,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN VALLEY SCH,421416003288,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN VALLEY SCH,421416003288,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN VALLEY SCH,421416003288,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN VALLEY SCH,421416003288,2009,Total enrollment,,0.00,25.00,,,10.00,70.00,400.00,,505.00,15.00
PA,LOWER MERION SD,PA,PENN WYNNE SCH,421416003289,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN WYNNE SCH,421416003289,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN WYNNE SCH,421416003289,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN WYNNE SCH,421416003289,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN WYNNE SCH,421416003289,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN WYNNE SCH,421416003289,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN WYNNE SCH,421416003289,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN WYNNE SCH,421416003289,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN WYNNE SCH,421416003289,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,LOWER MERION SD,PA,PENN WYNNE SCH,421416003289,2009,Total enrollment,,0.00,70.00,,,20.00,65.00,400.00,,555.00,10.00
PA,NORRISTOWN AREA SD,PA,WHITEHALL EL SCH,421698000047,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,WHITEHALL EL SCH,421698000047,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,0.00,15.00,5.00,,20.00,5.00
PA,NORRISTOWN AREA SD,PA,WHITEHALL EL SCH,421698000047,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,5.00,5.00,,10.00,0.00
PA,NORRISTOWN AREA SD,PA,WHITEHALL EL SCH,421698000047,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,5.00,0.00,,5.00,0.00
PA,NORRISTOWN AREA SD,PA,WHITEHALL EL SCH,421698000047,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,WHITEHALL EL SCH,421698000047,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,WHITEHALL EL SCH,421698000047,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,WHITEHALL EL SCH,421698000047,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,WHITEHALL EL SCH,421698000047,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,WHITEHALL EL SCH,421698000047,2009,Total enrollment,,0.00,5.00,,,175.00,180.00,80.00,,440.00,75.00
PA,NORRISTOWN AREA SD,PA,COLE MANOR EL SCH,421698003263,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,COLE MANOR EL SCH,421698003263,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,0.00,5.00,0.00,,5.00,0.00
PA,NORRISTOWN AREA SD,PA,COLE MANOR EL SCH,421698003263,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,5.00,0.00,,5.00,0.00
PA,NORRISTOWN AREA SD,PA,COLE MANOR EL SCH,421698003263,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,COLE MANOR EL SCH,421698003263,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,COLE MANOR EL SCH,421698003263,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,COLE MANOR EL SCH,421698003263,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,COLE MANOR EL SCH,421698003263,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,COLE MANOR EL SCH,421698003263,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,COLE MANOR EL SCH,421698003263,2009,Total enrollment,,0.00,25.00,,,120.00,180.00,110.00,,435.00,55.00
PA,NORRISTOWN AREA SD,PA,EAST NORRITON MS,421698003265,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,EAST NORRITON MS,421698003265,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,30.00,105.00,15.00,,150.00,15.00
PA,NORRISTOWN AREA SD,PA,EAST NORRITON MS,421698003265,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,10.00,55.00,5.00,,75.00,10.00
PA,NORRISTOWN AREA SD,PA,EAST NORRITON MS,421698003265,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,15.00,0.00,,15.00,0.00
PA,NORRISTOWN AREA SD,PA,EAST NORRITON MS,421698003265,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,EAST NORRITON MS,421698003265,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,EAST NORRITON MS,421698003265,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,EAST NORRITON MS,421698003265,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,EAST NORRITON MS,421698003265,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,EAST NORRITON MS,421698003265,2009,Total enrollment,,0.00,25.00,,,195.00,395.00,300.00,,910.00,85.00
PA,NORRISTOWN AREA SD,PA,HANCOCK EL SCH,421698003318,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,HANCOCK EL SCH,421698003318,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,5.00,20.00,5.00,,25.00,0.00
PA,NORRISTOWN AREA SD,PA,HANCOCK EL SCH,421698003318,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,5.00,0.00,,5.00,0.00
PA,NORRISTOWN AREA SD,PA,HANCOCK EL SCH,421698003318,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,5.00,0.00,,5.00,0.00
PA,NORRISTOWN AREA SD,PA,HANCOCK EL SCH,421698003318,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,HANCOCK EL SCH,421698003318,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,HANCOCK EL SCH,421698003318,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,HANCOCK EL SCH,421698003318,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,HANCOCK EL SCH,421698003318,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORRISTOWN AREA SD,PA,HANCOCK EL SCH,421698003318,2009,Total enrollment,,0.00,5.00,,,105.00,205.00,60.00,,370.00,35.00
PA,NORTH PENN SD,PA,KNAPP EL SCH,421728003309,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,KNAPP EL SCH,421728003309,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,KNAPP EL SCH,421728003309,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,KNAPP EL SCH,421728003309,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,KNAPP EL SCH,421728003309,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,KNAPP EL SCH,421728003309,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,KNAPP EL SCH,421728003309,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,KNAPP EL SCH,421728003309,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,KNAPP EL SCH,421728003309,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,KNAPP EL SCH,421728003309,2009,Total enrollment,,0.00,150.00,,,20.00,60.00,350.00,,580.00,70.00
PA,NORTH PENN SD,PA,PENNBROOK MS,421728003322,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNBROOK MS,421728003322,2009,Students receiving one or more in-school suspensions,,0.00,5.00,,,0.00,0.00,0.00,,10.00,0.00
PA,NORTH PENN SD,PA,PENNBROOK MS,421728003322,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,5.00,0.00
PA,NORTH PENN SD,PA,PENNBROOK MS,421728003322,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNBROOK MS,421728003322,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNBROOK MS,421728003322,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNBROOK MS,421728003322,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNBROOK MS,421728003322,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNBROOK MS,421728003322,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNBROOK MS,421728003322,2009,Total enrollment,,0.00,130.00,,,20.00,55.00,840.00,,1045.00,20.00
PA,NORTH PENN SD,PA,PENNFIELD MS,421728003323,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNFIELD MS,421728003323,2009,Students receiving one or more in-school suspensions,,0.00,0.00,,,0.00,0.00,5.00,,5.00,0.00
PA,NORTH PENN SD,PA,PENNFIELD MS,421728003323,2009,Students receiving only one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,5.00,0.00
PA,NORTH PENN SD,PA,PENNFIELD MS,421728003323,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNFIELD MS,421728003323,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNFIELD MS,421728003323,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNFIELD MS,421728003323,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNFIELD MS,421728003323,2009,Referral to law enforcement,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNFIELD MS,421728003323,2009,School-related arrest,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNFIELD MS,421728003323,2009,Total enrollment,,0.00,120.00,,,30.00,50.00,570.00,,770.00,35.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2009,Corporal punishment,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2009,Students receiving one or more in-school suspensions,,0.00,5.00,,,0.00,5.00,5.00,,15.00,0.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2009,Students receiving only one out-of-school suspension,,0.00,5.00,,,0.00,5.00,10.00,,20.00,0.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2009,Students receiving more than one out-of-school suspension,,0.00,0.00,,,0.00,0.00,0.00,,5.00,0.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2009,Expulsions with educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2009,Expulsions without educational services,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2009,Expulsions under zero-tolerance policies,,0.00,0.00,,,0.00,0.00,0.00,,0.00,0.00
